epoch,train_loss,test_accuracy
88,0.070909,0.982459
89,0.067925,0.980348
90,0.070024,0.983921
91,0.151850,0.978236
92,0.177960,0.980997
93,0.161725,0.981647
94,0.131022,0.980185
95,0.055364,0.976612
96,0.065804,0.980997
97,0.170354,0.979535
98,0.154605,0.980835
99,0.050774,0.977262
100,0.067678,0.977099
1,0.121685,0.953549
2,0.227831,0.973851
3,0.062001,0.977424
4,0.200237,0.978399
5,0.184638,0.974663
6,0.059455,0.974176
7,0.135594,0.979698
8,0.065009,0.981647
9,0.155937,0.973688
10,0.164084,0.981484
11,0.227328,0.982621
12,0.067355,0.979535
13,0.135349,0.980997
14,0.078698,0.977424
15,0.118930,0.984408
16,0.067909,0.982297
17,0.105608,0.980510
18,0.243692,0.981972
19,0.110587,0.979698
20,0.132853,0.981809
21,0.140401,0.981322
22,0.080836,0.982946
23,0.219088,0.981484
24,0.164871,0.983109
25,0.073691,0.984246
26,0.090201,0.984246
27,0.066701,0.979860
28,0.093906,0.981809
29,0.108988,0.984083
30,0.091345,0.982621
31,0.153665,0.981809
32,0.096300,0.985707
33,0.114735,0.986195
34,0.051420,0.982946
35,0.061227,0.982459
36,0.052174,0.982946
37,0.207135,0.986032
38,0.069867,0.982297
39,0.068580,0.983109
40,0.219456,0.984733
41,0.051724,0.983758
42,0.154578,0.983758
43,0.152811,0.984895
44,0.125660,0.982784
45,0.097164,0.984570
46,0.071857,0.984246
47,0.099316,0.986357
48,0.159813,0.983921
49,0.014506,0.987981
50,0.023804,0.986519
51,0.070468,0.980348
52,0.088420,0.986844
53,0.166128,0.980510
54,0.112260,0.979048
55,0.112275,0.983433
56,0.084451,0.983758
57,0.169511,0.982459
58,0.100439,0.985058
59,0.102639,0.985707
60,0.058778,0.983921
61,0.064401,0.984570
62,0.105568,0.985707
63,0.069532,0.985058
64,0.090695,0.985870
65,0.083904,0.981809
66,0.046252,0.986357
67,0.078035,0.984733
68,0.153733,0.967192
69,0.161664,0.985707
70,0.135045,0.986357
71,0.156947,0.985707
72,0.054997,0.982297
73,0.109051,0.982946
74,0.052743,0.983596
75,0.044303,0.985870
76,0.113036,0.986519
77,0.112652,0.985058
78,0.130398,0.986195
79,0.104872,0.986519
80,0.151125,0.978399
81,0.086152,0.986844
82,0.087745,0.985707
83,0.055927,0.980510
84,0.157527,0.985870
85,0.067183,0.986682
86,0.056059,0.981809
87,0.042769,0.975475
88,0.073371,0.984895
89,0.039775,0.984083
90,0.027296,0.982946
91,0.105540,0.988468
92,0.083636,0.984083
93,0.127601,0.987981
94,0.127017,0.984733
95,0.025799,0.987331
96,0.170659,0.984083
97,0.102547,0.982946
98,0.047669,0.985707
99,0.080516,0.986357
100,0.078829,0.982946
